order_id,customer_id,order_date,order_status,payment_method,shipping_method
1114,184,2025-05-13,Completed,Cash,Pickup
1115,98,2024-05-23,Completed,Card,Standard
1116,123,2025-05-15,Shipped,M-Pesa,Pickup
1117,158,2025-05-26,Processing,Cash,Standard
1118,19,2024-12-13,Completed,Bank Transfer,Pickup
1119,22,2025-02-19,Completed,Card,Pickup
1120,268,2025-04-14,Cancelled,Card,Pickup
1121,297,2024-08-26,Completed,M-Pesa,Pickup
1122,73,2025-05-15,Cancelled,M-Pesa,Express
1123,24,2024-09-05,Cancelled,Card,Standard
1124,89,2025-10-09,Completed,Bank Transfer,Standard
1125,234,2025-09-17,Completed,M-Pesa,Standard
1126,59,2025-05-24,Processing,Card,Standard
1127,104,2025-03-12,Completed,Cash,Express
1128,62,2025-12-01,Processing,Card,Express
1129,110,2024-02-16,Processing,Card,Express
1130,33,2024-05-03,Completed,Card,Express
1131,87,2025-12-14,Completed,Card,Express
1132,125,2025-08-18,Completed,Card,Standard
1133,193,2024-06-10,Completed,Cash,Standard
1134,4,2024-01-08,Completed,M-Pesa,Pickup
1135,146,2025-03-02,Cancelled,Cash,Pickup
1136,65,2024-07-30,Completed,Bank Transfer,Pickup
1137,231,2025-02-25,Completed,Card,Pickup
1138,20,2025-09-02,Completed,Cash,Pickup
1139,46,2025-10-04,Returned,Bank Transfer,Express
1140,215,2024-01-05,Processing,Card,Standard
1141,61,2025-06-26,Completed,Bank Transfer,Pickup
1142,260,2024-08-12,Shipped,Card,Express
1143,28,2024-07-17,Completed,Card,Pickup
1144,243,2025-05-24,Completed,Card,Pickup
1145,23,2024-02-25,Cancelled,Bank Transfer,Express
1146,108,2025-03-21,Completed,Bank Transfer,Pickup
1147,233,2024-02-14,Completed,M-Pesa,Pickup
1148,91,2024-06-10,Returned,M-Pesa,Express
1149,264,2024-04-28,Completed,Card,Pickup
1150,228,2025-08-29,Processing,Bank Transfer,Express
1151,102,2025-11-24,Completed,Card,Standard
1152,167,2024-08-21,Completed,Card,Pickup
1153,212,2024-07-23,Shipped,Card,Standard
1154,242,2025-08-22,Shipped,M-Pesa,Express
1155,75,2024-08-09,Processing,Cash,Standard
1156,199,2025-01-17,Completed,Cash,Pickup
1157,100,2025-10-09,Completed,Bank Transfer,Standard
1158,172,2024-05-10,Completed,M-Pesa,Express
1159,70,2024-04-23,Returned,Cash,Express
1160,215,2024-06-24,Returned,Bank Transfer,Standard
1161,152,2025-09-10,Completed,Card,Pickup
1162,284,2024-08-23,Completed,Cash,Pickup
1163,251,2024-08-09,Processing,Cash,Express
1164,143,2024-01-15,Cancelled,Cash,Pickup
1165,127,2024-09-10,Completed,Cash,Pickup
1166,114,2025-08-28,Completed,M-Pesa,Express
1167,23,2024-02-11,Shipped,M-Pesa,Express
1168,272,2025-02-07,Shipped,M-Pesa,Express
1169,254,2024-09-03,Completed,M-Pesa,Pickup
1170,209,2024-08-11,Completed,Bank Transfer,Express
1171,123,2025-10-25,Completed,M-Pesa,Express
1172,157,2024-06-14,Cancelled,Cash,Pickup
1173,299,2024-01-25,Shipped,Cash,Standard
1174,208,2024-07-08,Returned,Bank Transfer,Pickup
1175,238,2025-12-21,Cancelled,M-Pesa,Pickup
1176,37,2025-01-29,Cancelled,Bank Transfer,Pickup
1177,17,2024-10-30,Shipped,Bank Transfer,Pickup
1178,278,2025-08-12,Returned,Card,Pickup
1179,42,2025-09-27,Completed,M-Pesa,Pickup
1180,187,2024-02-22,Completed,Cash,Express
1181,239,2025-09-25,Completed,Bank Transfer,Express
1182,90,2025-10-25,Processing,M-Pesa,Pickup
1183,105,2024-05-21,Completed,Card,Pickup
1184,59,2025-10-26,Shipped,Card,Pickup
1185,116,2024-11-24,Completed,Bank Transfer,Pickup
1186,217,2024-10-10,Completed,M-Pesa,Express
1187,177,2025-04-08,Shipped,M-Pesa,Express
1188,273,2025-11-25,Returned,Bank Transfer,Express
1189,189,2025-11-20,Cancelled,M-Pesa,Standard
1190,235,2024-03-30,Completed,Cash,Standard
1191,148,2024-03-19,Completed,Card,Express
1192,58,2025-12-14,Completed,Cash,Standard
1193,105,2025-06-17,Cancelled,M-Pesa,Express
1194,214,2025-11-29,Processing,Card,Express
1195,178,2025-03-06,Shipped,M-Pesa,Express
1196,97,2024-03-05,Completed,Card,Pickup
1197,172,2025-02-25,Processing,Bank Transfer,Pickup
1198,168,2025-05-12,Processing,Cash,Express
1199,156,2025-08-03,Completed,Bank Transfer,Standard
1200,134,2024-08-20,Shipped,Bank Transfer,Express
1201,25,2024-05-31,Completed,Bank Transfer,Express
1202,86,2025-09-25,Completed,Bank Transfer,Standard
1203,90,2025-12-26,Cancelled,Card,Standard
1204,122,2024-04-29,Completed,Bank Transfer,Pickup
1205,65,2025-03-27,Completed,Bank Transfer,Standard
1206,106,2025-07-29,Cancelled,M-Pesa,Pickup
1207,163,2024-12-18,Completed,Bank Transfer,Express
1208,277,2024-06-15,Processing,Bank Transfer,Standard
1209,13,2025-02-18,Shipped,Card,Express
1210,164,2024-06-08,Completed,Bank Transfer,Pickup
1211,152,2025-04-30,Completed,Card,Pickup
1212,227,2024-12-12,Cancelled,M-Pesa,Pickup
1213,246,2024-02-11,Completed,M-Pesa,Express
1214,13,2025-02-15,Processing,Card,Express
1215,183,2024-04-04,Completed,M-Pesa,Pickup
1216,100,2025-08-20,Processing,Card,Express
1217,101,2024-01-24,Completed,Cash,Pickup
1218,45,2025-06-08,Shipped,Card,Express
1219,163,2025-09-09,Processing,M-Pesa,Pickup
1220,185,2025-02-11,Completed,Cash,Express
1221,198,2025-01-16,Completed,Bank Transfer,Express
1222,180,2024-11-11,Shipped,M-Pesa,Standard
1223,228,2025-03-01,Returned,Cash,Express
1224,84,2025-03-10,Cancelled,Cash,Standard
1225,45,2024-05-27,Completed,Bank Transfer,Express
1226,269,2024-12-09,Completed,Cash,Standard
1227,4,2025-02-23,Cancelled,Bank Transfer,Express
1228,90,2025-07-23,Shipped,Card,Standard
1229,96,2025-01-25,Completed,Cash,Standard
1230,155,2025-08-22,Completed,Cash,Pickup
1231,238,2024-08-17,Completed,M-Pesa,Standard
1232,135,2024-11-03,Cancelled,Cash,Standard
1233,148,2025-03-03,Completed,Cash,Pickup
1234,126,2024-01-30,Completed,Bank Transfer,Express
1235,35,2025-09-05,Cancelled,Bank Transfer,Pickup
1236,247,2025-08-02,Shipped,Bank Transfer,Pickup
1237,244,2025-12-11,Returned,M-Pesa,Express
1238,263,2025-08-12,Completed,Bank Transfer,Standard
1239,298,2024-02-29,Completed,Bank Transfer,Express
1240,70,2024-12-31,Completed,M-Pesa,Express
1241,185,2025-03-05,Cancelled,Bank Transfer,Standard
1242,149,2024-10-25,Processing,M-Pesa,Pickup
1243,100,2025-10-05,Completed,M-Pesa,Pickup
1244,86,2025-07-10,Completed,Bank Transfer,Pickup
1245,155,2024-10-04,Cancelled,Bank Transfer,Standard
1246,274,2025-08-16,Completed,Card,Standard
1247,71,2025-06-14,Completed,Bank Transfer,Express
1248,211,2024-12-14,Completed,M-Pesa,Standard
1249,80,2025-05-30,Completed,Card,Pickup
1250,270,2025-06-28,Cancelled,M-Pesa,Express
1251,236,2024-03-19,Completed,Card,Standard
1252,246,2024-12-22,Completed,Bank Transfer,Standard
1253,227,2025-09-03,Processing,Bank Transfer,Standard
1254,156,2024-01-30,Cancelled,M-Pesa,Standard
1255,66,2025-12-11,Completed,Card,Express
1256,65,2024-08-02,Completed,M-Pesa,Express
1257,58,2024-03-20,Completed,Cash,Express
1258,22,2024-07-20,Completed,M-Pesa,Pickup
1259,263,2025-08-30,Completed,Cash,Standard
1260,130,2024-02-14,Completed,Bank Transfer,Pickup
1261,6,2024-04-08,Returned,M-Pesa,Pickup
1262,106,2025-08-24,Completed,Card,Pickup
1263,180,2024-01-30,Completed,Card,Pickup
1264,143,2025-08-16,Completed,Bank Transfer,Standard
1265,257,2025-09-19,Completed,M-Pesa,Standard
1266,297,2024-01-15,Processing,Card,Pickup
1267,99,2024-10-15,Completed,M-Pesa,Pickup
1268,51,2024-08-07,Processing,Cash,Express
1269,95,2025-03-26,Cancelled,M-Pesa,Standard
1270,182,2025-01-23,Shipped,Card,Pickup
1271,117,2025-02-21,Completed,Bank Transfer,Standard
1272,239,2024-04-22,Processing,Card,Express
1273,185,2025-12-22,Completed,M-Pesa,Standard
1274,168,2025-05-20,Completed,Cash,Express
1275,234,2025-09-06,Cancelled,Bank Transfer,Pickup
1276,228,2024-08-19,Processing,Cash,Express
1277,220,2024-07-12,Returned,M-Pesa,Express
1278,189,2024-07-02,Completed,Cash,Pickup
1279,54,2025-02-09,Shipped,M-Pesa,Standard
1280,74,2025-02-08,Shipped,M-Pesa,Pickup
1281,87,2024-03-07,Completed,Card,Express
1282,103,2025-09-01,Returned,Cash,Standard
1283,120,2025-03-10,Cancelled,Cash,Express
1284,298,2025-08-30,Completed,Cash,Express
1285,244,2025-11-13,Processing,Cash,Express
1286,262,2024-10-12,Completed,Cash,Standard
1287,63,2024-09-13,Shipped,Cash,Standard
1288,69,2024-01-31,Completed,M-Pesa,Standard
1289,256,2025-11-25,Completed,Card,Express
1290,168,2024-06-05,Completed,M-Pesa,Standard
1291,267,2025-05-19,Returned,Cash,Standard
1292,151,2025-11-08,Shipped,Cash,Pickup
1293,134,2025-07-09,Completed,M-Pesa,Standard
1294,221,2024-05-01,Shipped,Cash,Express
1295,193,2025-03-29,Shipped,M-Pesa,Standard
1296,91,2025-07-24,Cancelled,Bank Transfer,Pickup
1297,85,2025-05-18,Shipped,Card,Express
1298,200,2025-05-14,Returned,M-Pesa,Pickup
1299,252,2025-11-06,Processing,Cash,Express
1300,288,2024-06-09,Processing,M-Pesa,Express
1301,135,2025-05-21,Processing,Cash,Pickup
1302,181,2024-10-18,Completed,M-Pesa,Standard
1303,24,2024-05-11,Returned,Bank Transfer,Express
1304,299,2024-01-28,Returned,Bank Transfer,Express
1305,50,2025-03-14,Completed,Bank Transfer,Express
1306,180,2024-02-27,Cancelled,Card,Standard
1307,121,2025-10-25,Completed,M-Pesa,Pickup
1308,34,2024-11-08,Completed,Bank Transfer,Standard
1309,11,2025-07-05,Completed,M-Pesa,Express
1310,217,2025-08-04,Processing,Cash,Express
1311,11,2025-12-13,Shipped,M-Pesa,Express
1312,194,2025-08-07,Shipped,Bank Transfer,Pickup
1313,51,2025-05-15,Completed,Card,Express
1314,255,2025-05-29,Returned,Bank Transfer,Standard
1315,154,2025-01-07,Shipped,Card,Express
1316,39,2025-07-02,Completed,Bank Transfer,Express
1317,25,2024-10-31,Processing,Cash,Standard
1318,48,2025-08-15,Completed,Bank Transfer,Express
1319,35,2025-08-03,Returned,Cash,Express
1320,108,2024-12-21,Returned,M-Pesa,Pickup
1321,155,2025-05-31,Returned,Bank Transfer,Express
1322,277,2024-11-16,Completed,Cash,Express
1323,129,2025-10-01,Processing,Cash,Pickup
1324,281,2024-07-03,Completed,Card,Pickup
1325,256,2024-08-06,Cancelled,Cash,Express
1326,273,2025-09-21,Returned,Cash,Pickup
1327,31,2025-06-18,Completed,Bank Transfer,Express
1328,76,2024-09-03,Completed,Bank Transfer,Express
1329,211,2024-11-22,Returned,M-Pesa,Pickup
1330,105,2025-02-26,Completed,Bank Transfer,Pickup
1331,83,2024-09-19,Cancelled,Card,Express
1332,123,2024-04-26,Completed,Card,Standard
1333,126,2024-11-13,Shipped,Cash,Pickup
1334,224,2025-03-08,Cancelled,M-Pesa,Standard
1335,82,2024-10-06,Completed,M-Pesa,Express
1336,143,2025-11-05,Processing,Card,Pickup
1337,22,2025-05-12,Returned,M-Pesa,Standard
1338,43,2024-11-17,Processing,Bank Transfer,Standard
1339,209,2025-01-07,Cancelled,M-Pesa,Express
1340,72,2024-08-29,Completed,M-Pesa,Pickup
1341,298,2025-06-21,Completed,Cash,Standard
1342,122,2025-09-06,Completed,Bank Transfer,Express
1343,300,2025-02-03,Returned,Card,Express
1344,112,2024-05-27,Completed,Card,Standard
1345,141,2025-03-26,Shipped,Bank Transfer,Pickup
1346,29,2025-05-17,Processing,Bank Transfer,Pickup
1347,58,2024-11-20,Processing,Cash,Express
1348,127,2024-10-11,Returned,Card,Express
1349,244,2025-01-11,Returned,Bank Transfer,Standard
1350,18,2025-11-09,Returned,M-Pesa,Pickup
1351,123,2024-09-16,Processing,Cash,Express
1352,186,2025-12-02,Completed,Card,Express
1353,199,2024-01-09,Shipped,Bank Transfer,Express
1354,47,2024-08-29,Completed,Card,Standard
1355,225,2025-10-08,Completed,Cash,Standard
1356,141,2024-03-23,Returned,Cash,Express
1357,212,2024-12-06,Cancelled,Cash,Standard
1358,83,2025-12-16,Completed,M-Pesa,Express
1359,216,2025-09-08,Cancelled,Bank Transfer,Express
1360,15,2024-02-23,Cancelled,Card,Pickup
1361,228,2025-10-18,Completed,M-Pesa,Express
1362,103,2025-10-05,Completed,Bank Transfer,Pickup
1363,43,2024-04-23,Completed,Card,Pickup
1364,67,2025-08-31,Cancelled,Cash,Express
1365,232,2025-05-04,Returned,Card,Express
1366,89,2025-12-04,Processing,Bank Transfer,Express
1367,102,2024-03-27,Shipped,Bank Transfer,Standard
1368,202,2025-01-21,Returned,Card,Standard
1369,12,2025-07-25,Cancelled,Card,Standard
1370,237,2024-07-22,Completed,Card,Standard
1371,206,2025-09-24,Shipped,Bank Transfer,Standard
1372,46,2025-01-11,Completed,M-Pesa,Standard
1373,270,2025-03-21,Returned,Cash,Pickup
1374,254,2024-05-01,Completed,Card,Standard
1375,137,2024-10-21,Cancelled,Cash,Express
1376,67,2025-03-17,Returned,Card,Pickup
1377,111,2024-10-16,Cancelled,Card,Express
1378,93,2025-02-22,Returned,Card,Standard
1379,149,2024-09-25,Completed,Cash,Standard
1380,190,2025-08-19,Cancelled,Cash,Standard
1381,6,2025-04-25,Completed,Bank Transfer,Pickup
1382,204,2025-12-04,Completed,Cash,Pickup
1383,217,2025-09-03,Completed,M-Pesa,Standard
1384,286,2024-03-01,Completed,Bank Transfer,Standard
1385,242,2024-12-28,Processing,M-Pesa,Standard
1386,130,2025-05-31,Processing,Cash,Express
1387,203,2025-11-18,Completed,Card,Pickup
1388,22,2025-08-17,Completed,Bank Transfer,Standard
1389,258,2025-05-19,Completed,Cash,Standard
1390,46,2024-11-20,Cancelled,Cash,Standard
1391,134,2024-04-29,Completed,M-Pesa,Standard
1392,256,2024-10-14,Cancelled,Bank Transfer,Express
1393,145,2024-09-26,Processing,Bank Transfer,Pickup
1394,161,2025-03-22,Completed,Bank Transfer,Pickup
1395,252,2024-06-03,Processing,Cash,Standard
1396,97,2024-06-01,Completed,Card,Standard
1397,19,2025-04-26,Completed,Card,Pickup
1398,240,2025-03-22,Completed,Cash,Standard
1399,227,2024-12-31,Cancelled,Cash,Express
1400,253,2024-04-25,Returned,Card,Standard
1401,179,2024-04-05,Completed,Bank Transfer,Standard
1402,87,2025-06-04,Returned,Bank Transfer,Pickup
1403,300,2024-08-05,Processing,M-Pesa,Pickup
1404,293,2024-07-03,Shipped,M-Pesa,Standard
1405,256,2025-11-24,Completed,Bank Transfer,Standard
1406,146,2025-11-28,Cancelled,M-Pesa,Express
1407,192,2025-08-27,Completed,Bank Transfer,Standard
1408,15,2024-03-24,Shipped,Cash,Express
1409,138,2025-08-31,Cancelled,M-Pesa,Express
1410,23,2025-11-02,Processing,Cash,Express
1411,292,2024-05-12,Completed,M-Pesa,Pickup
1412,145,2024-11-26,Returned,M-Pesa,Pickup
1413,37,2025-07-14,Processing,Cash,Standard
1414,205,2024-09-18,Completed,Card,Express
1415,46,2024-01-22,Returned,Card,Standard
1416,199,2025-02-16,Completed,Card,Standard
1417,153,2025-05-17,Returned,Cash,Pickup
1418,159,2025-12-02,Processing,Card,Express
1419,50,2025-01-11,Processing,Card,Express
1420,229,2025-02-01,Shipped,Bank Transfer,Pickup
1421,217,2024-04-02,Returned,Cash,Express
1422,96,2025-03-20,Cancelled,Cash,Standard
1423,21,2025-06-09,Completed,Cash,Pickup
1424,115,2025-10-25,Cancelled,Card,Express
1425,270,2025-10-06,Cancelled,M-Pesa,Express
1426,240,2025-03-23,Completed,Cash,Express
1427,77,2024-05-10,Cancelled,Bank Transfer,Standard
1428,268,2025-03-13,Completed,M-Pesa,Pickup
1429,40,2024-02-16,Processing,M-Pesa,Pickup
1430,218,2025-02-26,Completed,Cash,Pickup
1431,292,2024-09-16,Completed,Bank Transfer,Pickup
1432,42,2025-05-30,Completed,M-Pesa,Pickup
1433,237,2024-07-02,Returned,Card,Express
1434,24,2024-03-26,Shipped,Bank Transfer,Express
1435,233,2025-11-17,Shipped,Bank Transfer,Express
1436,96,2024-08-04,Completed,M-Pesa,Pickup
1437,133,2025-11-20,Completed,Cash,Pickup
1438,10,2024-01-06,Shipped,M-Pesa,Standard
1439,88,2025-11-02,Shipped,Cash,Pickup
1440,208,2025-11-04,Cancelled,Cash,Express
1441,185,2025-12-08,Cancelled,Cash,Express
1442,45,2024-05-08,Completed,M-Pesa,Standard
1443,58,2024-01-17,Cancelled,Card,Standard
1444,108,2025-05-07,Cancelled,Card,Pickup
1445,124,2025-03-22,Returned,Card,Standard
1446,155,2025-04-19,Completed,Cash,Express
1447,12,2024-04-29,Completed,Card,Pickup
1448,228,2025-05-11,Shipped,M-Pesa,Express
1449,300,2024-09-05,Completed,Bank Transfer,Pickup
1450,201,2024-02-22,Completed,M-Pesa,Standard
1451,222,2025-03-01,Returned,Cash,Pickup
1452,297,2025-09-02,Cancelled,Bank Transfer,Standard
1453,250,2025-02-13,Shipped,Cash,Standard
1454,32,2025-06-24,Completed,Cash,Pickup
1455,162,2025-07-20,Completed,Bank Transfer,Pickup
1456,214,2025-04-29,Completed,Cash,Pickup
1457,178,2025-04-04,Cancelled,Cash,Standard
1458,83,2024-10-21,Cancelled,Card,Express
1459,177,2025-03-24,Completed,Card,Pickup
1460,174,2025-09-08,Returned,Cash,Standard
1461,151,2025-12-29,Shipped,Cash,Pickup
1462,185,2025-04-28,Returned,Card,Pickup
1463,107,2024-10-16,Cancelled,M-Pesa,Pickup
1464,248,2024-05-12,Completed,Card,Standard
1465,252,2024-04-13,Returned,Cash,Express
1466,156,2024-08-28,Completed,M-Pesa,Standard
1467,184,2024-09-24,Completed,Card,Standard
1468,258,2024-02-02,Returned,M-Pesa,Express
1469,221,2024-04-26,Processing,Card,Standard
1470,288,2024-08-17,Shipped,Bank Transfer,Express
1471,182,2024-02-17,Returned,Bank Transfer,Standard
1472,264,2025-09-10,Cancelled,M-Pesa,Pickup
1473,26,2025-03-24,Returned,Cash,Standard
1474,55,2025-09-17,Processing,M-Pesa,Pickup
1475,22,2025-06-03,Completed,Card,Pickup
1476,61,2024-07-29,Completed,Card,Pickup
1477,150,2025-12-26,Shipped,Cash,Pickup
1478,51,2024-06-06,Cancelled,Bank Transfer,Express
1479,71,2024-05-05,Returned,Card,Express
1480,213,2024-01-07,Completed,Cash,Express
1481,147,2025-06-01,Completed,M-Pesa,Express
1482,191,2025-02-28,Completed,Card,Standard
1483,272,2025-03-07,Returned,Card,Standard
1484,220,2025-02-27,Shipped,Cash,Pickup
1485,186,2024-01-31,Shipped,Card,Standard
1486,265,2024-03-12,Completed,Bank Transfer,Express
1487,206,2024-06-17,Shipped,M-Pesa,Express
1488,19,2025-11-07,Cancelled,Card,Pickup
1489,30,2025-10-08,Cancelled,Bank Transfer,Express
1490,206,2025-11-28,Cancelled,Bank Transfer,Pickup
1491,161,2024-12-18,Completed,Bank Transfer,Pickup
1492,76,2025-12-18,Shipped,Cash,Pickup
1493,106,2025-07-11,Processing,Cash,Pickup
1494,177,2025-10-26,Shipped,Card,Express
1495,44,2024-02-07,Processing,Bank Transfer,Express
1496,65,2025-06-16,Processing,Bank Transfer,Standard
1497,48,2025-06-07,Processing,Bank Transfer,Pickup
1498,175,2025-10-12,Completed,M-Pesa,Standard
1499,277,2025-08-29,Completed,Card,Express
1500,217,2025-06-01,Completed,M-Pesa,Express
